Artist Name;Track Name;Popularity;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_in min/ms;time_signature;Class
Jejune;This Afternoons Malady;220;247;786;20;-10022;1;508;0,00355;501;106;449;143386;2613200;4;10
Chris Smither;What They Say;400;566;57;20;-642;1;329;688;0,000173;943;96;83403;1662400;4;2
Yves Tumor;Strawberry Privilege;480;751;528;50;-10874;0;495;5;799;125;342;117969;2327600;4;6
George Clinton;Atomic Dog;;899;491;60;-11043;0;259;148;0,000382;411;826;107706;2871070;4;10
Imperio Argentina;Los piconeros;280;463;336;;-6488;0;644;989;149;149;758;80253;1816530;4;9
Tami Neilson;You Were Mine;450;374;542;;-8136;0;552;699;0,00879;102;419;183745;2235770;3;2
The Silhouettes Project;Eucalyptus;350;545;348;80;-1653;1;172;606;17;935;346;8891;2135330;4;5
Argonaut & Wasp;Dog Days;420;78;653;20;-7085;1;311;42;316;997;527;116008;2152930;4;6
Another Now;Outflow;310;478;9;110;-6973;0;857;694;159;425;192;105047;2068570;4;8
Sushma Shrestha, Padmini Kolhapure, R. D. Burman;Teri Hai Zameen Tera Aasman;340;415;245;20;-13207;1;282;496;;157;612;90861;5841116667;4;3
Exodus;The Toxic Waltz;530;262;988;110;-4922;0;253;655;897;132;227;91319;2902800;4;8
Pinkshinyultrablast;Holy Forest;390;392;885;20;-7725;1;894;156;798;11;589;169892;2487440;3;6
Yes-R;Galini;290;617;822;70;-4543;0;251;39;;175;606;104489;1495980;4;9
August Burns Red;Pangaea;570;195;991;110;-3615;1;209;0,00014;181;33;853;96541;2700500;4;8
Howling Giant;Rooster;330;186;922;50;-6812;1;877;113;505;119;174;153376;3417860;4;8
WARGASM (UK);Rage All Over;460;563;944;70;-7634;1;923;112;12;293;35;106483;2127140;4;10
McCoy Tyner;Satin Doll;220;721;238;;-1728;1;532;863;926;111;431;1199;561445;4;7
Elsmore Carey;Come on Love;410;481;174;20;-15988;1;342;826;0,00781;128;246;8534;453623333;4;0
Naushad;Ram Aur Shyam Theme, Pt. 6 - Instrumental;20;511;357;50;-14752;0;334;807;58;181;673;155158;331245;4;3
Bruce Hornsby;The Rat King (feat. Rob Moose);230;28;276;30;-10403;1;446;901;0,00189;127;282;171345;1523330;5;10
Faster Pussycat;House of Pain;540;519;61;;-10256;1;36;766;0,00649;248;232;121324;3466270;4;10
Tuna;?õ?†?§?ô?ô?ù;420;6;563;20;-7644;0;907;387;0,000302;347;181;170065;3332560;4;5
The Kid LAROI, Justin Bieber;STAY (with Justin Bieber);970;591;764;10;-5484;1;483;383;;103;478;169928;236343333;4;9
Asha Bhosle, Mohammed Rafi;Aaja Aaja Main Hoon Pyar Tera;210;482;59;40;-13831;1;143;823;57;394;772;112685;6686;4;3
Cage The Elephant;Back Against The Wall;580;598;743;10;-6163;1;305;643;;112;534;110334;2283200;4;10
Hadag Nahash;?í?ü ?î?™?ï?™;250;77;664;70;-4646;1;205;242;;829;597;77047;2680670;4;5
DENM;My Wave;580;65;606;10;-6778;0;294;478;;117;65;137986;1892640;4;10
Status Quo;Rockin' All Over The World;640;632;933;;-7874;1;326;236;151;604;968;131487;2153330;4;2
Bury Tomorrow;Black Flame - Single Edit;560;376;982;50;-3779;0;625;0,00057;0,000541;16;15;148926;2339640;4;8
Dirty Heads;That's All I Need;560;765;657;110;-6394;0;829;175;;345;553;91998;2131470;4;10
Speed, Glue & Shinki;Big Headed Woman;160;4;45;70;-11342;1;597;619;293;109;514;139294;3758000;3;2
William Elliott Whitmore;Johnny law;410;687;322;40;-13015;1;6;962;;818;312;107753;2699070;4;2
The Dandy Warhols;Ride;330;11;729;90;-7247;1;395;413;137;108;498;182476;2499630;4;6
KALEO;Way down We Go;800;489;505;100;-8022;0;117;579;333;104;337;163255;2137070;4;10
King Tuff;Eyes of the Muse;300;292;95;20;-4567;1;134;577;889;198;221;115298;2549470;4;6
Rad Horror;Narration of a Lost Millennial;270;584;754;110;-8482;0;404;315;856;127;398;139964;1851430;4;6
Bambounou;Up a While;290;695;757;20;-10814;1;72;182;951;997;4;127009;2153300;4;6
Ski Lift;Portal;300;436;897;90;-3695;1;377;192;0,000003;327;919;161971;1231040;4;6
Victor Manu;Kékes;440;403;652;;-15494;1;54;989;902;957;181;86118;3297716667;4;7
Anup Ghoshal;Tujhse Naraz Nahin Zindagi - Male Vocals;250;569;428;70;-12176;1;327;225;0,00283;773;574;9797;5678883333;4;3
James Welburn;Raze;70;233;461;30;-13837;1;508;969;788;113;392;127947;4311260;3;6
Megan Thee Stallion;Body;820;914;732;80;-61;0;241;166;;107;469;94066;1710670;4;5
Placebo;Nancy Boy;530;391;958;100;-5494;1;832;181;899;122;326;8988;2109330;4;6
SpotemGottem;No Tik Tok;60;81;372;50;-8965;1;402;846;0,00236;193;254;160024;943850;4;5
Westlife;Don't Say It's Too Late;;501;617;100;-6216;1;304;369;;174;204;75053;419045;4;9
Hila Ruach;?û?ï?°?ô?ß?î ?ú?§?®?°?ï?û?ï?™;220;516;649;20;-721;1;267;498;656;31;49;92097;2649600;4;9
Cavetown;Sharpener;580;671;405;50;-10811;1;342;676;53;122;272;105971;2376420;4;6
Static-X;Push It;650;557;978;;-3965;1;493;393;0,000442;287;499;149887;1549070;4;8
Gossip;Standing in the Way of Control - Soulwax Nite Version;290;641;939;20;-7822;1;571;223;871;777;963;128015;4126030;4;1
Alexisonfire;Accidents;490;312;92;50;-5729;0;662;0,000839;273;322;369;105305;2490670;4;10
Lennon Stella;Kissing Other People - Acoustic;550;669;193;;-9553;1;6;945;0,000736;107;435;79721;1923750;3;9
Still Life (feat. Joseph);Henry Jamison, JOSEPH;370;522;54;40;-8743;1;356;513;206;788;267;132087;381445;4;0
Dawda Jobarteh;Winter Trees Stand Sleeping;340;439;162;20;-13163;1;429;938;943;111;224;140249;2348883333;3;7
Miss Grit;Impostor;390;323;672;40;-7079;1;386;269;217;198;545;148143;2658360;4;1
Joeboy;Celebration;420;832;636;;-6128;0;61;448;516;11;681;109996;1592730;4;9
John The Conqueror;All Alone;280;582;469;70;-9062;1;266;387;787;809;617;140191;2297200;4;2
The Cult;Love Removal Machine;530;323;857;70;-6972;1;109;217;502;567;64;137537;2589070;4;10
Tate McRae;wish i loved you in the 90s;660;435;481;10;-8787;1;327;871;;136;38;77398;1768530;4;9
John Rae;We Will Never Meet Again;460;476;104;90;-19165;0;348;899;625;801;238;8493;428975;4;7
Yusuf / Cat Stevens;Wild World;120;484;508;;-9308;1;364;376;791;961;554;151867;333621667;4;0
Alka Yagnik;Ek Do Teen Char;410;423;903;10;-7596;1;149;612;0,00143;923;774;130675;7621333333;4;3
Smol Data;Salaried (Bankruptcy Eve);210;44;849;60;-3981;1;104;274;0,00036;101;459;77514;1853490;4;10
thomTide;madMan;250;65;486;70;-9517;1;522;631;;88;262;96017;1199620;4;9
Foster The People;Pumped Up Kicks;840;733;71;50;-5849;0;292;145;115;956;965;127975;2396000;4;9
Bastille;Good Grief;670;73;758;10;-4888;1;653;147;;311;877;120041;2064930;4;10
UGK;One Day;530;813;544;40;-9816;1;232;224;;134;699;146073;3241730;4;5
young friend;PINCH ME;580;777;465;60;-1055;0;501;621;;932;757;113003;1793630;4;9
Westlife;When You're Looking Like That - Single Remix;;599;933;60;-4588;1;495;19;;727;926;147932;3879333333;4;9
Arijit Singh, Asees Kaur;Ve Maahi;620;65;551;;-6906;1;274;405;;219;294;102934;3733316667;4;3
Fake Blood;I Think I Like It;630;727;847;10;-6021;1;217;14;128;144;64;128015;3358000;4;1
Accuser;Phantom Graves;110;528;985;20;-3665;1;799;171;103;445;208;101995;2393870;4;8
Joy Division;Love Will Tear Us Apart - 2010 Remaster;600;525;902;20;-8662;1;368;989;691;137;907;14683;2046210;4;10
j ember;Sleep Well;370;586;718;70;-7834;1;281;128;273;197;763;90972;2486750;4;9
Briston Maroney;Freakin' Out On the Interstate;730;45;794;40;-5015;1;538;388;;303;362;143861;2519060;4;10
Anwar;Off@Night;460;42;759;70;-5318;1;355;757;;117;108;173919;1488250;4;10
Dream Theater;Space-Dye Vest;480;564;615;20;-8957;0;293;174;179;199;814;101888;4491070;4;8
Jimmie Allen;Best Shot;670;629;464;40;-872;1;334;75;;853;523;156051;3250883333;4;4
Meir Ariel;?†?©?ú ?î?†?ó?©;370;52;324;70;-10974;1;529;88;151;655;166;70531;3257070;4;10
Fozzy;Painless;540;391;93;20;-416;0;509;0,00049;569;674;502;17999;2397800;4;10
Riton;Turn Me On (feat. Vula);780;737;828;110;-4711;1;396;149;588;862;517;124051;2084740;4;9
W.C. Clark;Stronger Than You Need To Be;140;687;718;;-3796;1;289;251;0,00447;202;777;111142;2456000;4;2
Gathering in Jazz;The Shape of Blue;;613;357;100;-1035;0;452;841;447;11;71;80871;3294433333;3;7
Eden Derso;?™?û?ô?ì;240;759;643;;-6886;1;271;372;0,00134;226;638;176068;1329550;4;5
Karsh Kale;Milan;330;603;864;110;-11832;1;524;427;892;329;49;165033;8905116667;4;0
Gurr;She Says;360;63;768;60;-5667;1;294;353;814;108;519;119978;2126380;4;1
Asha Bhosle, Vinod Rathod;Parbat Se Kali Ghata Takraee;170;401;727;70;-7953;0;39;9;116;985;663;101419;4538;4;3
Los Lobos;Chains Of Love;170;464;528;20;-8528;1;347;119;363;117;518;18671;3136270;3;2
Frank Ocean;Cayendo (Side A - Acoustic);660;35;12;30;-11104;0;393;982;289;103;121;68995;2022000;4;6
Fugees;Fu-Gee-La;670;681;505;10;-11709;1;138;137;;234;399;89953;2600670;4;5
Extreme;Get The Funk Out;490;573;91;40;-7515;1;489;259;697;106;813;107907;2637600;4;10
Waka Flocka Flame;Hard in Da Paint;670;611;66;110;-5883;1;839;198;;365;583;71544;2463870;4;5
RedHook;Kamikaze;470;567;954;10;-2502;1;796;224;586;317;48;90015;1929200;4;8
Roman Alexander, Ashley Cooke;Between You & Me (feat. Ashley Cooke);720;629;615;40;-7645;1;326;709;;905;639;99968;2816983333;4;4
John Michael Montgomery;I Swear;600;628;496;10;-7103;1;233;242;0,00012;147;266;85523;4375333333;4;4
The Chats;Drunk n Disorderly;470;509;733;90;-5909;1;126;165;;404;676;109736;757600;4;10
Them, Van Morrison;Baby, Please Don't Go (feat. Van Morrison);570;72;705;50;-682;1;408;506;0,000112;147;775;106332;270488333;4;10
Premium Leisure;Easy FM;190;602;867;70;-6511;1;705;346;14;225;877;9004;1877440;4;10
Jimi Hendrix;All Along the Watchtower;780;438;805;80;-6237;1;624;255;0,00569;842;564;113253;2408000;4;1
Whookilledkenny;Gucci Umbrella;450;989;54;110;-702;0;176;261;275;265;604;120004;1129810;4;5
Osaka Blue;Use Me Up;150;657;806;110;-6665;1;519;102;157;106;748;154848;1476000;4;6
Tate McRae;you broke me first;890;667;373;40;-9389;1;5;785;;906;823;124148;1692660;4;9
Westlife;Another Life;350;584;355;10;-5373;1;283;373;0,000145;999;305;76097;382245;3;9
chloe moriondo;I Want To Be With You;10;746;434;40;-6981;1;388;222;0,000821;101;389;119974;1783730;4;6
Chris Carter;Solidit;290;391;552;50;-30558;1;778;843;952;102;513;113407;2301650;4;6
Spike 1000;Make Me Suffer;300;579;934;60;-4324;1;673;469;;234;638;93978;1791600;4;8
Triathalon;GARDEN 2;;647;535;30;-10802;0;24;573;497;144;523;95036;894370;4;6
Royal Blood;Boilermaker;660;446;778;70;-4774;1;173;201;662;492;683;94508;2094800;4;10
Gary Clark Jr.;Bright Lights;500;515;752;90;-1853;0;336;207;0,000025;129;503;83541;3247870;4;10
THE DRIVER ERA;A Kiss;640;696;923;60;-4647;1;272;207;741;158;635;170003;2718540;4;10
Helices;Crucemos los Puentes...;220;335;817;20;-6814;1;412;18;854;126;544;139334;2261730;4;10
Career Woman;Teacher's Pet;280;427;931;;-4202;1;487;0,000915;24;169;383;150102;2366500;4;1
Run River North;Mr. Brightside;570;387;182;20;-12077;1;336;876;302;115;163;122351;2720000;4;10
Frances Forever;Space Girl;750;67;399;90;-9137;1;306;32;126;38;211;125981;2314290;4;9
DURDN;The Last Day;10;762;447;;-836;1;398;682;;74;335;115939;2376720;3;9
DJ Jazzy Jeff & The Fresh Prince;Summertime;630;677;539;70;-14439;1;63;455;0,000184;845;469;95116;2709730;4;5
Kishore Kumar;Is Mod Se Jate Hain;130;35;379;80;-10811;1;413;973;158;158;503;89709;49037;4;3
Prospective;Deadman;;438;987;10;-483;1;151;0,00816;546;348;158;100009;2040020;4;8
Royal Blood;Limbo;640;563;865;80;-5573;1;572;22;124;214;393;125011;2930930;4;10
Incubus;Summer Romance (Anti-Gravity Love Song);500;667;721;70;-717;1;329;915;137;105;567;110094;2657330;4;10
Lightnin' Hopkins;Hello Central (Give Me Central);410;641;35;80;-12653;1;308;953;214;127;351;69537;1781720;4;2
Duran Duran;Falling Down (feat. Justin Timberlake);390;55;697;110;-4602;1;258;0,00669;3;958;543;85995;3399330;4;10
Omer Adam;?¶?ú?ô?ú ?û?ô?™?®;380;534;112;10;-9528;0;409;929;;104;358;132008;2220170;3;9
Olivia Rodrigo;happier;490;395;443;60;-972;1;133;765;0,000967;839;338;168924;1759330;3;9
DUSTY LOCANE;ROLLIN N CONTROLLIN, Pt.2 (PICTURE ME);610;858;625;80;-4666;1;404;225;;18;659;13005;1218370;4;5
Rae Sremmurd;Unlock The Swag;440;922;54;60;-5917;0;677;135;0,00132;772;255;113969;3227870;4;5
Regina Costa;Seed;460;418;15;20;-16706;1;596;988;951;109;291;63946;3433333333;3;7
KRS-One;Step into a World (Rapture's Delight);590;803;806;;-7805;1;265;761;544;101;624;94994;2899070;4;5
Juanse;Foxtrot;470;693;496;20;-11323;1;455;763;158;157;554;121618;2025710;4;2
Juice WRLD;Real Shit (with benny blanco);740;703;703;10;-4672;1;133;605;;12;697;76017;1837830;4;5
Dr. Dre;Still D.R.E.;810;816;775;110;-3323;1;234;16;31;543;527;93431;2705870;4;5
Architects;Meteor;580;431;957;10;-3071;0;106;214;0,000177;718;263;136108;2410340;4;10
Caleborate;Clicquot Shower;460;824;524;50;-9823;0;379;438;;782;415;96984;1614780;4;5
Gavin James;Boxes - Acoustic;440;303;337;30;-7378;1;315;776;;124;237;187411;1857820;4;9
Miranda Lambert;Holding On to You;510;491;352;;-9856;1;426;388;0,000587;103;325;188861;4544;3;4
Steve Miller Band;My Own Space;330;487;344;80;-14834;1;264;249;946;384;17;84322;1845330;4;10
Luis Villegas;Daydream;460;725;417;80;-9144;0;849;802;901;12;789;21602;636045;4;7
Islander;What Do You Gotta Lose?;540;528;926;60;-449;0;971;253;;147;389;129976;2219860;4;10
Os Mutantes;A Minha Menina;510;463;926;70;-3204;1;122;555;;478;437;91197;2849870;4;6
Kyuss;Supa Scoopa and Mighty Scoop;430;263;679;50;-11883;0;498;202;776;969;406;82261;3558690;4;8
Rodney Atkins;If You're Going Through Hell (Before The Devil Even Knows);620;566;898;90;-3659;1;634;613;;126;791;115954;3612883333;4;4
JT Money;Who Dat;490;831;834;110;-5327;0;222;148;;303;381;87027;2318000;4;5
LUCY;Jogging;480;698;872;50;-2887;1;405;386;0,000322;853;937;138016;2037200;4;10
Television;Marquee Moon - Remastered;470;494;657;70;-7543;1;397;632;449;849;737;118194;6450000;4;6
Aviv Geffen;?î?ê?ù ?ú?î?ô?ï?™ ?ë?ö ?û?ê?ï?î?ë;340;499;262;70;-14224;1;281;905;485;122;24;106679;1580930;4;10
YonYon;Beautiful Women;180;616;788;60;-6384;0;117;132;453;125;397;164979;3370000;4;6
LUHA;I Will Find You;320;445;657;10;-6862;1;271;282;12;108;28;80117;2073780;4;6
Pink Floyd;Another Brick in the Wall, Pt. 2;760;694;394;;-15881;1;428;781;677;247;719;104126;2387470;4;10
Rammstein;ZEIG DICH;620;545;942;;-4283;0;417;108;246;585;365;165066;2558450;4;8
T.I.;Why You Wanna;530;802;772;10;-4893;0;192;358;;603;654;96046;2150000;4;5
Kelsea Ballerini;I Hate Love Songs;570;386;446;110;-7807;1;297;252;;18;4;179995;318645;3;4
Hidden Intent;Dead End Destiny;250;3;992;10;-2401;0;285;117;0,000181;342;466;185264;1840530;4;8
The Chemical Brothers;The Darkness That You Fear - Edit;620;576;894;90;-4659;1;404;351;896;23;304;128077;2377720;4;6
Leon Bridges;Like a Ship;570;313;846;50;-7109;0;139;179;127;18;509;174074;3535070;4;1
Yehudit Ravitz;?¢?õ?©?ô?ï ?î?õ?ú ?ë?°?ì?®;300;604;54;90;-14006;0;359;171;588;602;864;114143;2810000;4;10
Styx;Come Sail Away;680;324;335;;-15595;1;355;99;0,000108;995;141;119513;3670000;4;10
Jim-E Stack;Can We (with Kacy Hill);500;798;61;40;-4983;1;301;171;688;105;52;95343;1714250;4;6
Great Peacock;Let You Go;320;616;616;70;-8662;1;282;104;806;178;598;117997;2868910;4;2
ZZ Top;Sharp Dressed Man - 2019 Remaster;410;647;787;50;-7476;1;255;43;247;105;393;125111;2527470;4;10
Jasmin Moallem;?ê?ï?® ?î?ô?®?ó;510;625;624;90;-8391;1;14;179;0,00715;22;394;150005;2082000;4;9
Eddie Berman;Joann;340;444;257;10;-11913;1;314;308;382;191;267;95038;419778333;4;0
GFOTY;PAPER BOYFRIEND;340;937;706;90;-9951;1;371;137;488;407;84;119966;1235710;4;6
A Thousand Horses;Livin' My Best Life;480;578;948;70;-3486;1;407;963;15;289;751;115951;1851910;4;10
Surf Curse;Freaks;880;345;941;90;-9918;1;466;0,00384;633;511;407;179626;245103333;4;9
Biffy Clyro;Instant History;10;588;761;80;-378;0;324;753;;648;41;133009;1979120;4;10
Modest Mouse;Float On;720;649;888;60;-4807;1;293;13;0,000223;888;553;100975;2084670;4;1
The Verve;Lucky Man;650;407;663;20;-7591;1;305;255;166;913;211;75989;2935870;4;10
Tony Spinner;Walkin' The Dawg;400;626;923;10;-4448;1;474;132;771;331;845;87377;2246400;4;10
Haich Ber Na;87 Days;350;73;864;10;-4575;1;806;406;234;272;812;110002;2211300;4;6
Alex Lahey;Perth Traumatic Stress Disorder;320;323;901;;-4818;1;719;0,00315;0,00177;486;52;180293;1356450;4;6
WAAX;Labrador;450;49;794;70;-4288;1;102;51;0,00958;297;478;120037;2216270;4;6
Talk Talk;Life's What You Make It - 1997 Remaster;600;525;804;10;-7575;1;321;367;285;382;935;91951;2688930;4;10
Warrant;Cherry Pie;660;472;946;20;-4591;1;145;372;;352;486;177489;2010270;4;10
Bitch Falcon;Turn to Gold;200;328;707;70;-8066;1;358;274;86;977;119;8448;2893340;4;10
Lowgo;Control;390;769;517;;-9419;0;543;373;;595;846;114991;1794130;4;6
Kanye West;Jesus Walks;680;637;834;30;-4686;0;323;614;;317;715;87312;1937330;4;5
J. Cole;a p p l y i n g . p r e s s u r e;820;699;759;10;-5302;1;311;814;;312;404;83092;1773370;4;5
The Swallows;It Ain't The Meat;310;67;357;100;-10512;1;657;861;0,00614;828;834;149257;1566530;4;2
Songhoy Blues;Worry;450;349;827;70;-6915;1;473;431;48;217;854;96186;1851600;4;10
Chronixx;Black Is Beautiful;430;742;656;90;-7091;0;58;257;212;286;307;97245;2196400;4;5
Eddie Boyd;Lovesick Soul;280;608;565;20;-7807;1;411;684;136;145;775;87583;2367330;4;2
Mudvayne;Happy?;690;546;97;50;-2661;0;97;823;0,00208;275;383;100065;2164270;4;8
Queen Latifah;U.N.I.T.Y.;490;671;745;40;-4095;0;343;592;;288;503;94261;2524070;4;5
Kishore Kumar;Tere Jaisa Yaar Kahan - Yaarana / Soundtrack Version;440;372;595;70;-11152;1;747;863;221;31;393;104427;4646216667;4;3
Beautify Junkyards;Reverie;310;545;647;10;-9257;0;333;721;817;173;177;111011;2584200;4;6
Mohammed Rafi, Asha Bhosle;Ek Pardesi Mera Dil Le Gaya;190;542;536;50;-8708;0;387;805;0,000333;306;916;116202;4039333333;4;3
Baiju Dharmajan;Moham;200;688;441;70;-11179;1;393;362;158;949;652;140026;3165530;3;6
Zella Day;Purple Haze;510;65;672;110;-7964;0;393;387;114;139;593;12503;1987630;4;9
David Guetta;Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack);750;596;73;90;-4091;1;151;24;;325;525;85979;1925600;4;9
Concha Piquer;No Me Quieras Tanto;350;449;253;110;-9819;0;416;92;0,00653;929;502;140756;2903730;4;9
Bee Gees;"More Than A Woman - From ""Saturday Night Fever"" Soundtrack";760;601;703;70;-624;1;379;175;0,00084;571;673;106164;3270216667;4;9
Eagles;Hotel California - 2013 Remaster;820;579;508;20;-9484;1;27;574;494;575;609;147125;652293333;4;10
Monster Magnet;Powertrip;490;522;853;110;-5861;1;383;0,00744;582;131;637;140727;2114400;4;10
Abhijeet Srivastava, Amit Trivedi;"Phisal Jaa Tu (From ""Haseen Dillruba"")";560;694;563;70;-10421;1;317;641;105;16;203;132118;4021116667;4;3
Bnny;Time Walk;240;617;501;20;-9235;1;341;51;759;841;927;118872;934700;4;6
Writing The Future;As Above So Below;480;489;962;50;-5497;0;105;414;0,00427;252;34;160055;2100000;4;8
Weezer;Buddy Holly;730;556;92;80;-4606;1;367;271;21;117;771;121138;1592270;4;6
ne?†nder;aas;300;201;74;90;-7263;0;427;756;899;859;107;104003;5437600;4;8
Howie Lee;The Door of Aspiration;190;282;231;;-14456;1;402;827;462;121;414;71538;2183760;3;6
Moneybagg Yo;Said Sum (feat. City Girls & DaBaby) - Remix;700;913;625;100;-6901;0;334;168;;125;298;126915;1777040;4;5
Shuko;I Ain't Finished Yet;410;671;644;90;-5126;0;421;317;;105;555;17173;1581370;4;5
Ayron Jones;Mercy;550;238;946;100;-4054;0;126;147;706;166;276;158757;2058310;4;10
The OBGMs;Not Again;250;463;957;20;-455;1;491;469;193;368;663;95048;1406910;4;1
Thieves Like Us;Drugs in My Body - Designer Drugs Remix;190;751;624;70;-3366;1;519;117;566;305;71;125854;2793600;4;1
Dani Wilde;Bumble Bee (Live);440;471;244;;-9023;0;63;814;0,00425;116;444;75727;2202270;4;2
Lola Flores;Ay, pena, penita, pena;370;558;357;20;-9382;1;983;896;;342;691;119958;2119470;4;9
Komsomolsk;–í—Å—ë –?—Å—á–µ–?–ª–æ;380;552;809;70;-5013;1;45;135;;106;495;126019;1728810;4;6
TOTALFAT;Better Luck;350;564;933;20;-4045;1;666;571;;744;767;141028;2254040;4;10
Des Rocs;This is Our Life;580;367;877;70;-392;1;109;108;0,00108;351;395;15768;2243070;4;10
The Neighbourhood;Staying Up;540;394;855;20;-4204;1;554;339;132;243;316;175902;2681730;4;10
Omer Adam;?°?ï?§?® ?¢?ï?ì ?ô?ï?ù;310;61;458;80;-6963;0;46;829;;359;462;135883;2400000;4;9
Snow Patrol;Set The Fire To The Third Bar;460;547;368;110;-7053;0;255;537;;955;367;9605;2036130;4;10
Black Stone Cherry;Blame It on the Boom Boom;570;574;889;100;-344;1;524;207;0,00112;333;784;116007;1891330;4;10
Pavement;Cut Your Hair (Remastered);200;469;825;40;-6612;0;319;554;199;133;659;110841;1856930;4;1
RAY BLK;Dark Skinned;500;82;653;70;-4261;1;157;116;155;655;37;91985;1801000;4;5
Mike Bloomfield;Albert's Shuffle;490;303;492;;-10716;1;39;197;63;288;677;200018;4149600;3;2
Britney Spears;Up N' Down;430;856;743;40;-471;0;54;85;;739;833;120006;3704883333;4;9
CKY;Disengage the Simulator;430;324;846;40;-8883;1;596;187;0,00911;93;558;151256;1836530;4;8
Glass Animals;Your Love (D?©j?† Vu);630;854;671;70;-7158;1;543;19;383;105;631;107994;2343720;4;6
Inalab, Dhruv Sangari;Sitaron Se Aage;170;305;646;50;-8794;0;421;918;118;119;397;179766;404;3;0
Emanuel;Make Tonight;430;431;915;30;-4048;0;893;444;;302;416;122347;2245600;4;10
Cheat Codes;No Chill (feat. Lil Xxel);650;712;748;70;-4866;1;283;143;;203;845;12222;1672230;4;9
Killing Joke;Eighties - 2007 Digital Remaster;540;393;964;30;-8838;1;144;735;196;34;352;151898;2392800;4;10
POORSTACY;Nothing Left;530;527;973;110;-3203;0;19;756;0,00893;361;131;134942;1222220;4;6
Faith No More;Midlife Crisis;590;669;656;90;-10549;1;413;113;252;989;464;108098;2598660;4;8
John Mayer;New Light;770;828;689;70;-7878;1;326;325;384;808;853;123931;2160150;4;9
The Quireboys;I Don't Love You Anymore;350;549;452;40;-11945;1;265;745;;331;446;134818;3017470;4;10
Thaikkudam Bridge, Anandraj Benjamin Paul;Kanne - Namah;270;52;448;;-7037;1;314;189;0,00144;259;101;149904;4924266667;4;0
American Authors;Brick By Brick;500;542;869;60;-4047;0;86;182;0,00101;488;61;81966;2052480;4;9
Sixx:A.M.;Maybe It‚Äôs Time (feat. Corey Taylor, Joe Elliott, Brantley Gilbert, Ivan Moody, Slash, AWOLNATION, Tommy Vext);580;396;781;;-5148;1;377;158;;185;201;14506;2542010;4;8
Jean Loup;Valerio Benustelli;310;482;862;80;-4236;1;367;109;0,00224;156;772;1500;2060070;4;10
This Is The Kit;Coming to Get You Nowhere;490;688;523;70;-10659;1;401;898;375;127;864;9489;2004800;4;1
The Last Shadow Puppets;In The Heat Of The Morning;510;339;881;70;-6524;1;668;0,00304;0,00483;119;59;126367;1613330;4;10
serpentwithfeet;Fellowship;500;861;642;70;-8634;0;793;421;262;828;775;113976;2193200;4;6
SPINN;Billie;400;462;911;110;-5576;1;538;382;0,000268;151;899;161979;2147370;4;6
Amythyst Kiah;Black Myself;530;553;828;90;-4091;1;609;11;;2;902;152638;2011940;4;1
Vintage Trouble;You Better Believe It;250;659;782;100;-6135;1;278;136;;105;879;11714;2502270;4;2
Big Scarr;Frozone;510;854;817;110;-3621;0;299;302;;14;552;13108;1347570;4;5
Rina Sawayama;Chosen Family (with Elton John);640;5;587;40;-6979;1;408;489;;827;276;7298;2796800;4;9
Jeff Rupert, George Garzone, Jeremy Allen, Marty Morell, Richard Drexler;Detour Ahead;450;461;228;80;-12875;1;358;851;738;133;238;132456;5440216667;4;7
Dharmasoul;Love Again;340;635;405;90;-8682;1;407;572;767;444;525;13767;2238350;4;2
Waldkauz;Dimna Juda;380;489;522;110;-9878;0;313;856;123;1;972;139966;2214930;4;8
Luna Li;Cherry Pit;460;71;649;90;-7058;1;367;218;109;105;772;120798;2530670;4;1
Does It Offend You, Yeah?;We Are Rockstars;350;603;954;100;-3027;0;417;536;308;246;389;127999;2316340;4;6
The Jam;Start!;500;633;351;;-8896;1;506;675;0,00638;108;913;139335;1498670;4;10
Salim–Sulaiman, Rashid Khan;Cheene Re Mora Chain;210;494;844;;-4431;1;452;376;0,000239;13;361;119977;5612;4;0
Devour the Day;The Bottom;460;316;948;60;-206;1;108;489;;787;539;167768;1828930;4;10
Gruntruck;Crazy Love;440;43;885;;-6418;1;354;0,00211;0,00697;447;56;106096;2941330;4;10
Nine Inch Nails;Everything;300;515;911;10;-3502;1;59;0,00187;646;131;912;155028;1995590;4;10
Blue Stahli;Lakes of Flame;480;521;929;10;-6135;0;5;0,00103;492;365;45;104004;2182030;4;8
Cory Hanson;Angeles;310;487;316;60;-12778;0;308;713;484;154;195;8354;3015450;4;9
Adam Melchor;Last Time;520;493;556;70;-11351;1;102;714;439;287;409;146057;323288333;4;0
Southern Avenue;Switchup;220;799;917;40;-3235;0;136;143;0,00606;331;728;1041;1479040;4;2
Crowded House;Don't Dream It's Over;290;502;683;;-819;0;472;71;0,000198;18;734;82626;1949480;4;10
Jeki Mekayten;?î?û?¢?†?ò?ñ?™;260;859;5;20;-14216;1;371;274;0,000825;904;963;106009;3061330;4;9
Killitorous;Married with Children;250;401;989;50;-3144;1;165;0,00106;926;771;103;125011;1963250;4;8
Bloodhound Gang;It's Tricky;350;586;989;20;-7808;1;111;0,00272;854;317;51;1470;1562400;4;10
